Id,SegmentId_Time,Altitude,Latitude,Longitude,Noisy_Altitude,Noisy_Latitude,Noisy_Longitude
3405,56_3850,?,?,?,107.268520329,40.4188066059,-86.9350220198
3406,56_3851,?,?,?,92.1734905169,40.410947836,-86.9362506203
3407,56_3852,?,?,?,103.943196481,40.4207322366,-86.9356722268
3408,56_3853,?,?,?,102.942112466,40.4240447004,-86.9341726327
3409,56_3854,?,?,?,95.3077393092,40.4135635078,-86.9366727539
3410,56_3855,?,?,?,108.602927383,40.4187187239,-86.9349185913
3411,56_3856,?,?,?,101.922735506,40.425001599,-86.9356708023
3412,56_3857,?,?,?,96.2265328616,40.4102579645,-86.9359495148
3413,56_3858,?,?,?,103.863044812,40.412284365,-86.9359346172
3414,56_3859,?,?,?,114.052805928,40.4256314795,-86.9339726401
3415,56_3860,?,?,?,91.5854258225,40.4021303429,-86.9368571653
3416,56_3861,?,?,?,106.433820214,40.4225718878,-86.9363651322
3417,57_3801,?,?,?,138.130129969,40.4196376811,-86.9353915699
3418,57_3802,?,?,?,135.436305718,40.4129321436,-86.9353662662
3419,57_3803,?,?,?,132.481724077,40.4115284879,-86.9369056149
3420,57_3804,?,?,?,147.170776938,40.4229914886,-86.9349320864
3421,57_3805,?,?,?,130.362806551,40.4077650919,-86.9376451619
3422,57_3806,?,?,?,140.33373956,40.418814228,-86.9350701825
3423,57_3807,?,?,?,142.241925416,40.4144217797,-86.935541054
3424,57_3808,?,?,?,135.906700498,40.4150703054,-86.9361558747
3425,57_3809,?,?,?,131.383731392,40.4104071967,-86.9375767389
3426,57_3810,?,?,?,151.915899518,40.4251669436,-86.9343789332
3427,57_3811,?,?,?,130.972677599,40.4081524727,-86.9364533031
3428,57_3812,?,?,?,138.034260063,40.4083266236,-86.9347228079
3429,57_3813,?,?,?,135.991864865,40.4178937958,-86.9355132918
3430,57_3814,?,?,?,138.07672809,40.4181971031,-86.935813225
3431,57_3815,?,?,?,131.981169982,40.4064670594,-86.9366008833
3432,57_3816,?,?,?,139.440315388,40.4246703997,-86.9345443503
3433,57_3817,?,?,?,130.889437629,40.4098307668,-86.9371130989
3434,57_3818,?,?,?,137.091423934,40.4109102043,-86.934985069
3435,57_3819,?,?,?,139.188562743,40.4182995901,-86.9357265543
3436,57_3820,?,?,?,139.041032251,40.4148083499,-86.9353849655
3437,57_3821,?,?,?,127.327036568,40.4093359041,-86.9375369502
3438,57_3822,?,?,?,146.858081772,40.4288823555,-86.9343629444
3439,57_3823,?,?,?,130.752017745,40.4053968658,-86.9366248768
3440,57_3824,?,?,?,138.369733517,40.4142562756,-86.9364885876
3441,57_3825,?,?,?,137.153944979,40.4190854148,-86.9358610672
3442,57_3826,?,?,?,137.839097745,40.4245747617,-86.9356788476
3443,57_3827,?,?,?,136.119559564,40.4050579561,-86.9368822226
3444,57_3828,?,?,?,151.519966534,40.4203197163,-86.9344354524
3445,57_3829,?,?,?,134.191766155,40.4125674395,-86.9369756226
3446,57_3830,?,?,?,132.372252219,40.4156111038,-86.9359362219
3447,57_3831,?,?,?,136.613419718,40.4182715828,-86.9353314465
3448,57_3832,?,?,?,141.055549404,40.4155702,-86.9363593541
3449,57_3833,?,?,?,123.606609915,40.4120444353,-86.9372291692
3450,57_3834,?,?,?,148.840003679,40.4213139962,-86.9342307814
3451,57_3835,?,?,?,137.330771336,40.4157728252,-86.9361876522
3452,57_3836,?,?,?,135.425185327,40.4149417469,-86.9355602692
3453,57_3837,?,?,?,141.977435002,40.4205178712,-86.9362577415
3454,57_3838,?,?,?,138.041381787,40.4213423141,-86.9353983702
3455,57_3839,?,?,?,130.493004611,40.4096344253,-86.9373213848
3456,57_3840,?,?,?,143.308998972,40.4199138184,-86.9349731741
3457,57_3841,?,?,?,140.697224155,40.4133280411,-86.9355516569
3458,57_3842,?,?,?,135.048153027,40.4138200662,-86.9366815617
3459,57_3843,?,?,?,141.235989075,40.4168585337,-86.9348325817
3460,57_3844,?,?,?,139.753272923,40.4213562206,-86.9350318541
3461,57_3845,?,?,?,130.616248363,40.4088430263,-86.937187052
3462,57_3846,?,?,?,144.373833413,40.4117650401,-86.9357204479
3463,57_3847,?,?,?,142.206223249,40.4206400125,-86.934795831
3464,57_3848,?,?,?,132.154350059,40.4056970424,-86.9374737446
3465,57_3849,?,?,?,141.415445506,40.4197032215,-86.9350565643
3466,57_3850,?,?,?,138.269903446,40.4197881566,-86.9350338537
3467,57_3851,?,?,?,134.910776584,40.4078432732,-86.936910906
3468,57_3852,?,?,?,136.104546505,40.4161518158,-86.9356641675
3469,57_3853,?,?,?,141.169128346,40.4204141088,-86.9341122559
3470,57_3854,?,?,?,128.127589146,40.4051987112,-86.9375566284
3471,57_3855,?,?,?,141.924836183,40.4215835224,-86.9353240877
3472,57_3856,?,?,?,142.048787824,40.4196425255,-86.9353958335
3473,57_3857,?,?,?,135.102084144,40.4119867348,-86.9364846066
3474,57_3858,?,?,?,137.792171912,40.4174031842,-86.9355132178
3475,57_3859,?,?,?,149.157920614,40.4239677445,-86.9349222496
3476,57_3860,?,?,?,127.97855142,40.4105187485,-86.9368715788
3477,57_3861,?,?,?,139.360486956,40.4165405474,-86.9348708176
3478,58_3801,?,?,?,169.907196031,40.4150890771,-86.934692983
3479,58_3802,?,?,?,163.81908157,40.4152418577,-86.9368802136
3480,58_3803,?,?,?,161.859389725,40.4142672194,-86.9366118261
3481,58_3804,?,?,?,173.640844867,40.4218012226,-86.9337434612
3482,58_3805,?,?,?,155.425444666,40.4046714506,-86.9363249839
3483,58_3806,?,?,?,172.64151105,40.4143753918,-86.9352727708
3484,58_3807,?,?,?,165.667164621,40.424524635,-86.9354913114
3485,58_3808,?,?,?,166.718162247,40.4156111763,-86.9364046942
3486,58_3809,?,?,?,162.639966897,40.4094576125,-86.9366064112
3487,58_3810,?,?,?,164.998805271,40.4312761706,-86.9345959535
3488,58_3811,?,?,?,157.530854904,40.4104181771,-86.9379963057
3489,58_3812,?,?,?,170.428710017,40.4178750321,-86.934521946
3490,58_3813,?,?,?,165.830840643,40.4232736209,-86.934935045
3491,58_3814,?,?,?,163.114583071,40.4138918618,-86.9352017938
3492,58_3815,?,?,?,156.903725111,40.4091298316,-86.9366438477
3493,58_3816,?,?,?,180.88020592,40.4284144355,-86.9341976032
3494,58_3817,?,?,?,156.641058555,40.4104585512,-86.9370931614
3495,58_3818,?,?,?,165.754444973,40.4138183168,-86.9357670623
3496,58_3819,?,?,?,165.609536131,40.4207076513,-86.9354522268
3497,58_3820,?,?,?,168.237489089,40.4211415436,-86.9348123942
3498,58_3821,?,?,?,154.512133073,40.4092062375,-86.9374040573
3499,58_3822,?,?,?,177.943188246,40.4261905957,-86.9338309543
3500,58_3823,?,?,?,158.160774915,40.4090946735,-86.9377587388
3501,58_3824,?,?,?,159.797006164,40.4171847402,-86.9362634118
3502,58_3825,?,?,?,166.365888227,40.4195702991,-86.9356468576
3503,58_3826,?,?,?,164.567119775,40.4186929108,-86.9346401657
3504,58_3827,?,?,?,148.343966629,40.4079961484,-86.9370656332
3505,58_3828,?,?,?,180.937893928,40.424977864,-86.933866021
3506,58_3829,?,?,?,160.333773586,40.4143172977,-86.9358875738
3507,58_3830,?,?,?,160.029594077,40.4083666681,-86.9354810258
3508,58_3831,?,?,?,164.054246771,40.4191488519,-86.9354522993
3509,58_3832,?,?,?,170.214540725,40.4181315052,-86.9362598731
3510,58_3833,?,?,?,158.461275054,40.4092603354,-86.9372059837
3511,58_3834,?,?,?,178.498040903,40.4213205925,-86.9347101721
3512,58_3835,?,?,?,161.837076523,40.4122680449,-86.9357903266
3513,58_3836,?,?,?,166.632081725,40.4155641789,-86.936619368
3514,58_3837,?,?,?,166.287453959,40.415703935,-86.9352059208
3515,58_3838,?,?,?,168.128347516,40.4212729383,-86.9352310678
3516,58_3839,?,?,?,160.362359906,40.4074793907,-86.9371592949
3517,58_3840,?,?,?,170.995629172,40.4214362934,-86.9351554511
3518,58_3841,?,?,?,168.413367962,40.4173385658,-86.9358560337
3519,58_3842,?,?,?,159.922289815,40.4135240121,-86.9360466087
3520,58_3843,?,?,?,168.497079781,40.4212653046,-86.9349885676
3521,58_3844,?,?,?,169.525234453,40.4218903151,-86.9354740908
3522,58_3845,?,?,?,160.48190771,40.4113100599,-86.9368338448
3523,58_3846,?,?,?,171.805057248,40.4242546194,-86.934593501
3524,58_3847,?,?,?,169.405277432,40.4191800928,-86.9350560012
3525,58_3848,?,?,?,158.882523607,40.4092170938,-86.9362048386
3526,58_3849,?,?,?,167.978752336,40.416441785,-86.9345567913
3527,58_3850,?,?,?,168.91183571,40.4168646084,-86.9351037385
3528,58_3851,?,?,?,161.441892901,40.4094849974,-86.9369708793
3529,58_3852,?,?,?,168.695697407,40.416785053,-86.9354302836
3530,58_3853,?,?,?,166.905785358,40.422010528,-86.9349220031
3531,58_3854,?,?,?,156.914212943,40.4109333708,-86.9371153225
3532,58_3855,?,?,?,167.460867226,40.4199082744,-86.9356562079
3533,58_3856,?,?,?,168.266629361,40.4173083446,-86.9352849727
3534,58_3857,?,?,?,159.003148531,40.4066185683,-86.9365172273
3535,58_3858,?,?,?,165.386958235,40.4177283794,-86.9357925874
3536,58_3859,?,?,?,171.487608985,40.4201304809,-86.9346979273
3537,58_3860,?,?,?,150.966599583,40.4045765802,-86.9367629459
3538,58_3861,?,?,?,167.802004553,40.4195926713,-86.934350141
3539,59_3801,?,?,?,108.028645121,40.4142993392,-86.9351427824
3540,59_3802,?,?,?,97.8282821651,40.4124081137,-86.9357864623
3541,59_3803,?,?,?,100.171484595,40.4155229061,-86.9366967365
3542,59_3804,?,?,?,111.487984548,40.426160612,-86.9335542164
3543,59_3805,?,?,?,99.6802589929,40.411079645,-86.9369279234
3544,59_3806,?,?,?,112.02910618,40.4191209489,-86.93642582
3545,59_3807,?,?,?,106.289489181,40.416503426,-86.93600624
3546,59_3808,?,?,?,104.528038433,40.4131828187,-86.9362107508
3547,59_3809,?,?,?,101.942830805,40.4155710484,-86.9373070623
3548,59_3810,?,?,?,108.836504128,40.4243525081,-86.9337052582
3549,59_3811,?,?,?,95.2032474083,40.4078790312,-86.9368288913
3550,59_3812,?,?,?,110.907647828,40.4199820504,-86.9364533767
3551,59_3813,?,?,?,107.455129857,40.4157542167,-86.9365393944
3552,59_3814,?,?,?,109.361327239,40.4178766936,-86.9358673236
3553,59_3815,?,?,?,98.5899397209,40.4054777092,-86.9373688731
3554,59_3816,?,?,?,118.067112301,40.4257642003,-86.933128793
3555,59_3817,?,?,?,102.721667503,40.4044510513,-86.9374653449
3556,59_3818,?,?,?,105.356527393,40.41651404,-86.9361852244
3557,59_3819,?,?,?,103.532371927,40.4205182283,-86.9354353452
3558,59_3820,?,?,?,107.451839504,40.4181532432,-86.9359308692
3559,59_3821,?,?,?,98.4077267959,40.404633704,-86.9369885389
3560,59_3822,?,?,?,123.334154701,40.4227632572,-86.9338095313
3561,59_3823,?,?,?,100.28752765,40.4082430298,-86.9365092216
3562,59_3824,?,?,?,108.97749022,40.4161618103,-86.9364421967
3563,59_3825,?,?,?,106.32109344,40.4195072299,-86.9355464408
3564,59_3826,?,?,?,107.714268743,40.4230080946,-86.9355486227
3565,59_3827,?,?,?,94.7075649741,40.4046419094,-86.9370084757
3566,59_3828,?,?,?,115.352252355,40.426495019,-86.9338139469
3567,59_3829,?,?,?,106.107682955,40.4095270656,-86.9360060635
3568,59_3830,?,?,?,98.3307496494,40.4155485858,-86.9368546223
3569,59_3831,?,?,?,108.021976443,40.4149152781,-86.9349009542
3570,59_3832,?,?,?,108.654487001,40.4173359802,-86.9355928564
3571,59_3833,?,?,?,92.7991879347,40.4086041035,-86.938081185
3572,59_3834,?,?,?,117.026679822,40.4228133578,-86.934877642
3573,59_3835,?,?,?,99.500293546,40.4211573615,-86.9367218912
3574,59_3836,?,?,?,104.21953322,40.4099896371,-86.9369150521
3575,59_3837,?,?,?,107.501423771,40.4192237843,-86.935713518
3576,59_3838,?,?,?,116.653293722,40.4176619621,-86.9357541563
3577,59_3839,?,?,?,106.99476087,40.410409215,-86.9381956426
3578,59_3840,?,?,?,116.944006445,40.4183843342,-86.9346316862
3579,59_3841,?,?,?,103.182798091,40.4126292785,-86.9359907267
3580,59_3842,?,?,?,96.9860636769,40.4113744253,-86.9376380609
3581,59_3843,?,?,?,110.20131722,40.4221759349,-86.9355061992
3582,59_3844,?,?,?,111.188226182,40.4174445399,-86.9355044338
3583,59_3845,?,?,?,94.7863132743,40.4107029646,-86.9371245774
3584,59_3846,?,?,?,106.9934874,40.4166328248,-86.9352553246
3585,59_3847,?,?,?,106.578724654,40.4240011288,-86.9348970882
3586,59_3848,?,?,?,99.6682300961,40.4134845308,-86.937036468
3587,59_3849,?,?,?,103.999240704,40.4163584536,-86.935126394
3588,59_3850,?,?,?,115.519055219,40.4240888986,-86.9358249539
3589,59_3851,?,?,?,99.0704035289,40.4098525986,-86.9378082278
3590,59_3852,?,?,?,103.661756335,40.4181509111,-86.9356519251
3591,59_3853,?,?,?,116.221071341,40.4223558856,-86.9344115889
3592,59_3854,?,?,?,98.6820005915,40.4064989283,-86.9369427166
3593,59_3855,?,?,?,112.698796757,40.4229091861,-86.9357045676
3594,59_3856,?,?,?,108.916745161,40.4166757596,-86.936170002
3595,59_3857,?,?,?,99.5847045763,40.4129770469,-86.9370012415
3596,59_3858,?,?,?,109.183152708,40.4147407329,-86.9355924479
3597,59_3859,?,?,?,117.604994733,40.4237177103,-86.9346870881
3598,59_3860,?,?,?,97.0158347611,40.4080042824,-86.9368381132
3599,59_3861,?,?,?,106.908884324,40.4181195902,-86.9352010332
3600,60_3801,?,?,?,153.468963208,40.4198509156,-86.9350207079
3601,60_3802,?,?,?,151.153334421,40.4142436883,-86.9365354984
3602,60_3803,?,?,?,149.447129925,40.4135657479,-86.9359906733
3603,60_3804,?,?,?,166.530872303,40.4204466038,-86.9340241886
3604,60_3805,?,?,?,145.112262283,40.4051616235,-86.9373514191
3605,60_3806,?,?,?,156.952509038,40.4149479272,-86.9354149701
3606,60_3807,?,?,?,156.32856106,40.4182480742,-86.9353694404
3607,60_3808,?,?,?,145.805885542,40.4089207063,-86.936391161
3608,60_3809,?,?,?,143.034720662,40.4100794431,-86.9358041207
3609,60_3810,?,?,?,162.96367243,40.4291338448,-86.9341705779
3610,60_3811,?,?,?,144.746579938,40.4032059765,-86.9373085495
3611,60_3812,?,?,?,155.773853699,40.4212174628,-86.9355561977
3612,60_3813,?,?,?,154.899144122,40.4160064945,-86.9358062798
3613,60_3814,?,?,?,156.290628877,40.4150906487,-86.9363275118
3614,60_3815,?,?,?,142.450299522,40.4103782742,-86.9378832953
3615,60_3816,?,?,?,167.540679627,40.4298834987,-86.934269182
3616,60_3817,?,?,?,152.354720578,40.4078747435,-86.936271655
3617,60_3818,?,?,?,156.096387699,40.4136630561,-86.9347794636
3618,60_3819,?,?,?,155.262375529,40.4181734528,-86.9356587068
3619,60_3820,?,?,?,153.690024613,40.4157847958,-86.9359572889
3620,60_3821,?,?,?,147.98870343,40.4077555195,-86.9374934892
3621,60_3822,?,?,?,163.430926193,40.4232641561,-86.934222033
3622,60_3823,?,?,?,146.797937937,40.4074099253,-86.936868773
3623,60_3824,?,?,?,155.105677936,40.4117504387,-86.9353655652
3624,60_3825,?,?,?,152.70618527,40.4148236825,-86.9346393894
3625,60_3826,?,?,?,156.277590831,40.4172894786,-86.9362029929
3626,60_3827,?,?,?,144.937235481,40.406825368,-86.9360746016
3627,60_3828,?,?,?,159.167634496,40.4258410359,-86.9355789376
3628,60_3829,?,?,?,145.246089767,40.4147254498,-86.9367224041
3629,60_3830,?,?,?,148.549527334,40.417423774,-86.9357461196
3630,60_3831,?,?,?,163.011298373,40.4201315289,-86.935376526
3631,60_3832,?,?,?,156.401250566,40.4214259868,-86.9353234674
3632,60_3833,?,?,?,140.589025875,40.4043533709,-86.9369998193
3633,60_3834,?,?,?,155.591090586,40.4256435668,-86.9343307278
3634,60_3835,?,?,?,150.792935568,40.4102292587,-86.9367953281
3635,60_3836,?,?,?,153.717812973,40.4147268858,-86.9367666839
3636,60_3837,?,?,?,151.690927875,40.4159832297,-86.9357063246
3637,60_3838,?,?,?,153.41448334,40.4171247439,-86.935974973
3638,60_3839,?,?,?,144.873773462,40.4043471767,-86.9375120314
3639,60_3840,?,?,?,154.23077056,40.4186487773,-86.9342196816
3640,60_3841,?,?,?,154.18365236,40.4144365999,-86.9361698528
3641,60_3842,?,?,?,151.915440104,40.4081661265,-86.936612258
3642,60_3843,?,?,?,154.259390458,40.4217868549,-86.935846931
3643,60_3844,?,?,?,160.584501378,40.4155380648,-86.9352306179
3644,60_3845,?,?,?,147.500719498,40.4078106285,-86.9378803005
3645,60_3846,?,?,?,160.201893812,40.4177643328,-86.9344066396
3646,60_3847,?,?,?,148.968500205,40.4178911609,-86.9357985968
3647,60_3848,?,?,?,146.481772947,40.4093600459,-86.9371340203
3648,60_3849,?,?,?,154.827799231,40.4178888788,-86.9355993841
3649,60_3850,?,?,?,155.276774007,40.4163930168,-86.936153961
3650,60_3851,?,?,?,146.961519439,40.4141231534,-86.9372249254
3651,60_3852,?,?,?,155.365419443,40.4221986136,-86.9354765978
3652,60_3853,?,?,?,158.975213063,40.4201747545,-86.9352717257
3653,60_3854,?,?,?,142.040727502,40.4110950012,-86.93705564
3654,60_3855,?,?,?,151.09468821,40.4206185902,-86.935554793
3655,60_3856,?,?,?,149.930075983,40.4195005375,-86.9346621086
3656,60_3857,?,?,?,141.314158776,40.4095217151,-86.9362036322
3657,60_3858,?,?,?,151.699202157,40.4188134116,-86.9360919077
3658,60_3859,?,?,?,161.807752791,40.420753968,-86.9345547247
3659,60_3860,?,?,?,143.826942865,40.4078601082,-86.9372841003
3660,60_3861,?,?,?,157.656286385,40.420034788,-86.9355759933
3661,61_3801,?,?,?,137.976604316,40.4172168168,-86.9355622717
3662,61_3802,?,?,?,134.601683887,40.4172882263,-86.9375572402
3663,61_3803,?,?,?,136.807289048,40.409519493,-86.9360771964
3664,61_3804,?,?,?,148.167940495,40.4254320033,-86.9347417544
3665,61_3805,?,?,?,131.826631261,40.4048279747,-86.9371580502
3666,61_3806,?,?,?,142.31628491,40.418685038,-86.9351947782
3667,61_3807,?,?,?,134.784306808,40.4167011482,-86.935477238
3668,61_3808,?,?,?,131.235746108,40.4126819377,-86.9366601882
3669,61_3809,?,?,?,133.44309771,40.4083611512,-86.9368305589
3670,61_3810,?,?,?,143.647041102,40.4264256104,-86.9341850674
3671,61_3811,?,?,?,129.090893311,40.41426812,-86.9383669423
3672,61_3812,?,?,?,141.207841289,40.4172591796,-86.9354885175
3673,61_3813,?,?,?,137.524601747,40.4177887676,-86.9353011253
3674,61_3814,?,?,?,147.112088216,40.4169046468,-86.9364768456
3675,61_3815,?,?,?,135.079287448,40.4087106204,-86.9366537932
3676,61_3816,?,?,?,146.044242931,40.4257418129,-86.9337627442
3677,61_3817,?,?,?,131.305509594,40.4075384279,-86.9374017901
3678,61_3818,?,?,?,143.500756211,40.4169705338,-86.9362262317
3679,61_3819,?,?,?,142.12788308,40.4216932872,-86.9350921865
3680,61_3820,?,?,?,135.387393313,40.4178043351,-86.9356455895
3681,61_3821,?,?,?,130.086570149,40.4109926379,-86.9372436549
3682,61_3822,?,?,?,149.116652461,40.4289198546,-86.9347943327
3683,61_3823,?,?,?,130.9649548,40.4110205545,-86.937835098
3684,61_3824,?,?,?,136.38624646,40.4171375542,-86.9358610883
3685,61_3825,?,?,?,139.842520753,40.4175022395,-86.9364576616
3686,61_3826,?,?,?,140.308611447,40.4174252545,-86.9352943971
3687,61_3827,?,?,?,138.689926697,40.4090245515,-86.937511437
3688,61_3828,?,?,?,152.454041433,40.4221525029,-86.9337357183
3689,61_3829,?,?,?,133.804843503,40.4088514582,-86.9368161874
3690,61_3830,?,?,?,139.289464481,40.4153032281,-86.9366430289
3691,61_3831,?,?,?,139.65836571,40.4181077846,-86.9350562895
3692,61_3832,?,?,?,143.420039014,40.4117631632,-86.9349061548
3693,61_3833,?,?,?,129.555162798,40.406981166,-86.936603933
3694,61_3834,?,?,?,151.505088078,40.4231840057,-86.9345298814
3695,61_3835,?,?,?,142.289788204,40.4130794856,-86.9356380159
3696,61_3836,?,?,?,133.797692159,40.4123177431,-86.9367636276
3697,61_3837,?,?,?,141.215114105,40.4169111096,-86.9348576458
3698,61_3838,?,?,?,143.277964858,40.4161883855,-86.9343933562
3699,61_3839,?,?,?,127.316775978,40.4082489002,-86.9367490581
3700,61_3840,?,?,?,145.612913856,40.4257866865,-86.9344849492
3701,61_3841,?,?,?,140.777970429,40.4179226444,-86.9358136108
3702,61_3842,?,?,?,129.246447643,40.4119226451,-86.9364668516
3703,61_3843,?,?,?,141.675892382,40.4181798928,-86.9355839858
3704,61_3844,?,?,?,145.432206118,40.4208465545,-86.9356541359
3705,61_3845,?,?,?,131.967677366,40.4098739319,-86.937100325
3706,61_3846,?,?,?,146.202808321,40.4178164797,-86.9353550904
3707,61_3847,?,?,?,133.62190297,40.420737138,-86.9349459405
3708,61_3848,?,?,?,130.913304832,40.4084822827,-86.9368227142
3709,61_3849,?,?,?,139.829173534,40.4208934351,-86.9349222925
3710,61_3850,?,?,?,143.997015331,40.423083509,-86.9344969194
3711,61_3851,?,?,?,129.487510812,40.4068820481,-86.9370567118
3712,61_3852,?,?,?,143.11670514,40.4179107377,-86.9359884894
3713,61_3853,?,?,?,141.753155468,40.4152933484,-86.9348332087
3714,61_3854,?,?,?,130.731685224,40.4076175637,-86.937360598
3715,61_3855,?,?,?,144.912890033,40.4218654305,-86.9354838213
3716,61_3856,?,?,?,141.788565933,40.4218207278,-86.9348736756
3717,61_3857,?,?,?,139.010409152,40.4094359745,-86.9354638278
3718,61_3858,?,?,?,137.825775536,40.4173660671,-86.9356704446
3719,61_3859,?,?,?,143.656850821,40.4223867611,-86.9346043921
3720,61_3860,?,?,?,135.738971548,40.4070544644,-86.9371675134
3721,61_3861,?,?,?,143.031047422,40.4226417679,-86.9357835037
3722,62_3801,?,?,?,158.15683067,40.4181663732,-86.9363206266
3723,62_3802,?,?,?,154.203479722,40.4122237838,-86.9364024358
3724,62_3803,?,?,?,153.718130689,40.4124177508,-86.9365326786
3725,62_3804,?,?,?,164.496619548,40.4245049418,-86.9347533587
3726,62_3805,?,?,?,150.951351477,40.4053528587,-86.9375293354
3727,62_3806,?,?,?,166.305823031,40.4170529282,-86.9356936382
3728,62_3807,?,?,?,159.316691752,40.412550234,-86.9350993763
3729,62_3808,?,?,?,153.978219499,40.4146100325,-86.9365464782
3730,62_3809,?,?,?,151.921767753,40.4129884401,-86.9365883768
3731,62_3810,?,?,?,161.02579949,40.4281726318,-86.93338906
3732,62_3811,?,?,?,143.883152152,40.408637456,-86.938354443
3733,62_3812,?,?,?,152.814146911,40.4161931733,-86.9360505772
3734,62_3813,?,?,?,158.967036545,40.4136925605,-86.935893736
3735,62_3814,?,?,?,158.268841365,40.4148160077,-86.9351580418
3736,62_3815,?,?,?,147.13288743,40.4128801767,-86.9359227271
3737,62_3816,?,?,?,168.541712376,40.4270176858,-86.9350943556
3738,62_3817,?,?,?,151.934058336,40.4093736327,-86.9373367576
3739,62_3818,?,?,?,155.363040378,40.4177344548,-86.9349587828
3740,62_3819,?,?,?,162.419425806,40.417014563,-86.936607622
3741,62_3820,?,?,?,153.959901644,40.4193243675,-86.9355053294
3742,62_3821,?,?,?,146.949987379,40.4067124642,-86.9377518817
3743,62_3822,?,?,?,175.334631873,40.4259129087,-86.9334823988
3744,62_3823,?,?,?,150.303443962,40.403841948,-86.9376901174
3745,62_3824,?,?,?,156.169722918,40.413881267,-86.936453769
3746,62_3825,?,?,?,157.698614818,40.4180284844,-86.9357998874
3747,62_3826,?,?,?,156.018079676,40.4198004745,-86.935626555
3748,62_3827,?,?,?,148.256975145,40.4045017172,-86.9376067772
3749,62_3828,?,?,?,168.147471922,40.4196960918,-86.9343302089
3750,62_3829,?,?,?,146.000104562,40.4083910613,-86.9365377751
3751,62_3830,?,?,?,152.580580503,40.4147360071,-86.9362036748
3752,62_3831,?,?,?,153.49891759,40.4157012483,-86.9358671329
3753,62_3832,?,?,?,161.074357306,40.4152221509,-86.935630185
3754,62_3833,?,?,?,149.081368234,40.4155870253,-86.9361838712
3755,62_3834,?,?,?,167.688915263,40.4247206087,-86.9349441208
3756,62_3835,?,?,?,151.369134043,40.4078752916,-86.937086301
3757,62_3836,?,?,?,151.068957272,40.4169915411,-86.9365038049
3758,62_3837,?,?,?,158.351728167,40.4186835046,-86.9355935623
3759,62_3838,?,?,?,161.771773207,40.417345651,-86.9355528129
3760,62_3839,?,?,?,144.989000378,40.4084686346,-86.9376181523
3761,62_3840,?,?,?,159.226444245,40.4255365437,-86.9345504385
3762,62_3841,?,?,?,155.950440593,40.4116239403,-86.9369717144
3763,62_3842,?,?,?,146.647025049,40.4120302694,-86.9363842608
3764,62_3843,?,?,?,157.253675036,40.4196051689,-86.9359173731
3765,62_3844,?,?,?,164.119153405,40.4179154943,-86.9357062813
3766,62_3845,?,?,?,141.456707353,40.4035801337,-86.9367011091
3767,62_3846,?,?,?,162.75469786,40.4182309258,-86.9351594983
3768,62_3847,?,?,?,160.863378827,40.4183636326,-86.9358062654
3769,62_3848,?,?,?,150.051259126,40.4072774429,-86.9362130489
3770,62_3849,?,?,?,160.075171699,40.4176510239,-86.9355674785
3771,62_3850,?,?,?,157.343390547,40.4189048454,-86.9359151353
3772,62_3851,?,?,?,148.856755574,40.4066546357,-86.9378684464
3773,62_3852,?,?,?,164.356031104,40.4167336165,-86.9361072313
3774,62_3853,?,?,?,166.878066799,40.4120908861,-86.9353181418
3775,62_3854,?,?,?,144.6021334,40.4071465231,-86.9370483973
3776,62_3855,?,?,?,160.266191161,40.4237196022,-86.9351416283
3777,62_3856,?,?,?,155.320094053,40.4195105905,-86.935191395
3778,62_3857,?,?,?,146.891509652,40.4074189457,-86.9360804503
3779,62_3858,?,?,?,155.874034922,40.4078506228,-86.9355140534
3780,62_3859,?,?,?,160.286251121,40.4237148497,-86.9347439637
3781,62_3860,?,?,?,145.937496818,40.4100648406,-86.9373889408
3782,62_3861,?,?,?,161.926919109,40.4193135905,-86.9357696862
3783,63_3801,?,?,?,176.505894692,40.4234511005,-86.9356629117
3784,63_3802,?,?,?,167.94624474,40.4176318783,-86.9360479719
3785,63_3803,?,?,?,174.015067579,40.4066874768,-86.9361266487
3786,63_3804,?,?,?,184.728913009,40.4277508638,-86.9344169118
3787,63_3805,?,?,?,171.912102612,40.4059748118,-86.937053276
3788,63_3806,?,?,?,181.267248175,40.4156746382,-86.9350852466
3789,63_3807,?,?,?,174.473139124,40.4165979423,-86.935214516
3790,63_3808,?,?,?,176.483501292,40.416553264,-86.9366981805
3791,63_3809,?,?,?,174.943150306,40.4169495521,-86.9373349973
3792,63_3810,?,?,?,188.121715343,40.4299032341,-86.9340457481
3793,63_3811,?,?,?,170.360898108,40.4126381569,-86.936422908
3794,63_3812,?,?,?,175.798144802,40.417002651,-86.9351388588
3795,63_3813,?,?,?,180.923158435,40.4155732949,-86.9363469582
3796,63_3814,?,?,?,178.612969008,40.4136173804,-86.9356939354
3797,63_3815,?,?,?,170.583622126,40.4113934871,-86.9368846253
3798,63_3816,?,?,?,186.676633688,40.4287494816,-86.9341079583
3799,63_3817,?,?,?,164.090911737,40.4148886516,-86.9378674869
3800,63_3818,?,?,?,180.091174082,40.4147210713,-86.9357260157
3801,63_3819,?,?,?,174.053372392,40.4167868411,-86.934608212
3802,63_3820,?,?,?,184.124256144,40.418357974,-86.9356433018
3803,63_3821,?,?,?,170.544470374,40.4125033372,-86.9366342188
3804,63_3822,?,?,?,187.1288038,40.4320725598,-86.9339388993
